"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3081","addSingleItemToCart_shouldShowBadgeAndItemInCart","My Automation Suite","Thu Aug 28 10:59:08 AEST 2025","passed","Thu Aug 28 10:59:11 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Cart Functionality Test","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","addSingleItemToCart_shouldShowBadgeAndItemInCart"
"","2","setUp","My Automation Suite","Fri Aug 29 12:14:57 AEST 2025","broken","Fri Aug 29 12:14:57 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","Cart Functionality Test","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","setUp"
"","1783","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge","SauceDemo Suite","Fri Aug 29 19:25:07 AEST 2025","passed","Fri Aug 29 19:25:08 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge"
"","1187","loginWithInvalidPassword_shouldShowErrorAndStayOnLogin","My Automation Suite","Mon Aug 25 17:38:51 AEST 2025","passed","Mon Aug 25 17:38:52 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","Login Functionality Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","loginWithInvalidPassword_shouldShowErrorAndStayOnLogin"
"","1317","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin","SauceDemo Suite","Fri Aug 29 19:25:24 AEST 2025","passed","Fri Aug 29 19:25:25 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","TC_SD_002_loginWithInvalidPassword_shouldShowErrorAndStayOnLogin"
"","1364","loginWithValidCredentials_shouldNavigateToProducts","Heba Suite","Thu Aug 21 17:55:42 AEST 2025","passed","Thu Aug 21 17:55:43 AEST 2025","com.mycompany.selenium_automation_project.SauceDemoLoginValidTest","SauceDemo Basic","com.mycompany.selenium_automation_project.SauceDemoLoginValidTest","loginWithValidCredentials_shouldNavigateToProducts"
"","2","setup","AutomationSuite","Wed Aug 20 19:23:54 AEST 2025","broken","Wed Aug 20 19:23:54 AEST 2025","com.mycompany.selenium_automation_project.ShopTests","SanityTests","com.mycompany.selenium_automation_project.ShopTests","setup"
"Sanity check to verify setup works","8","sanity","AutomationSuite","Wed Aug 20 18:47:11 AEST 2025","passed","Wed Aug 20 18:47:11 AEST 2025","com.mycompany.selenium_automation_project.SanityTests","SanityTests","com.mycompany.selenium_automation_project.SanityTests","sanity"
"","1951","TC_SD_008_cartStatePersistsAfterNavigation","SauceDemo Suite","Fri Aug 29 19:25:09 AEST 2025","passed","Fri Aug 29 19:25:11 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCartPersistenceTest","TC_SD_008_cartStatePersistsAfterNavigation"
"","2","setUp","My Automation Suite","Mon Aug 25 14:11:03 AEST 2025","broken","Mon Aug 25 14:11:03 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","Login Functionality Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","setUp"
"","1602","removeItemFromCart_shouldEmptyCartAndHideBadge","My Automation Suite","Thu Aug 28 10:59:12 AEST 2025","passed","Thu Aug 28 10:59:14 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","Cart Functionality Test","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","removeItemFromCart_shouldEmptyCartAndHideBadge"
"","5700","addProductToCart","AutomationSuite","Wed Aug 20 19:24:47 AEST 2025","failed","Wed Aug 20 19:24:53 AEST 2025","com.mycompany.selenium_automation_project.ShopTests","SanityTests","com.mycompany.selenium_automation_project.ShopTests","addProductToCart"
"","2177","TC_SD_006_completeCheckoutFlow","SauceDemo Suite","Fri Aug 29 19:25:21 AEST 2025","passed","Fri Aug 29 19:25:23 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","TC_SD_006_completeCheckoutFlow"
"","1349","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError","SauceDemo Suite","Fri Aug 29 19:25:26 AEST 2025","passed","Fri Aug 29 19:25:27 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError"
"","5741","searchShouldReturnResults","AutomationSuite","Wed Aug 20 19:25:00 AEST 2025","passed","Wed Aug 20 19:25:06 AEST 2025","com.mycompany.selenium_automation_project.ShopTests","SanityTests","com.mycompany.selenium_automation_project.ShopTests","searchShouldReturnResults"
"","5124","homePageTitle","AutomationSuite","Wed Aug 20 19:24:54 AEST 2025","passed","Wed Aug 20 19:24:59 AEST 2025","com.mycompany.selenium_automation_project.ShopTests","SanityTests","com.mycompany.selenium_automation_project.ShopTests","homePageTitle"
"","4666","testHomePageTitle","AutomationSuite","Wed Aug 20 18:47:12 AEST 2025","passed","Wed Aug 20 18:47:17 AEST 2025","com.mycompany.selenium_automation_project.SanityTests","SanityTests","com.mycompany.selenium_automation_project.SanityTests","testHomePageTitle"
"","1455","TC_SD_007_sortByPriceLowToHigh","SauceDemo Suite","Fri Aug 29 19:25:36 AEST 2025","passed","Fri Aug 29 19:25:38 AEST 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","TC_SD_007_sortByPriceLowToHigh"
