"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that selecting 'Price (low to high)' from the sort dropdown correctly arranges products in ascending order by price.","1","TC_SD_007_sortByPriceLowToHigh","SauceDemo Suite","Thu Oct 09 01:53:17 UTC 2025","skipped","Thu Oct 09 01:53:17 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","TC_SD_007_sortByPriceLowToHigh"
"Verify that a user can successfully log in with valid credentials and navigate to the products page","0","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","skipped","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","TC_SD_001_loginWithValidCredentials_shouldNavigateToProducts"
"Verify that a locked-out user cannot log in and receives the correct error message.","0","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError","SauceDemo Suite","Thu Oct 09 01:53:20 UTC 2025","skipped","Thu Oct 09 01:53:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","TC_SD_003_loginWithLockedOutUser_shouldShowLockedOutError"
"","0","setUp","SauceDemo Suite","Thu Oct 09 01:53:19 UTC 2025","broken","Thu Oct 09 01:53:19 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortByNameAToZTest","setUp"
"Verify that leaving the 'Postal Code' field empty during checkout shows the correct validation error and prevents moving to the next step.","0","TC_SD_006_Negative_missingPostalCode_showsError","SauceDemo Suite","Thu Oct 09 01:53:20 UTC 2025","skipped","Thu Oct 09 01:53:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingPostalCode_showsError"
"Verify that removing an item from the cart empties it and hides the cart badge from the header.","1","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","skipped","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_005_removeItemFromCart_shouldEmptyCartAndHideBadge"
"Verify that adding a single item updates the cart badge and displays the item inside the cart.","1","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","skipped","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","TC_SD_004_addSingleItemToCart_shouldShowBadgeAndItemInCart"
"","1","setUp","SauceDemo Suite","Thu Oct 09 01:53:20 UTC 2025","broken","Thu Oct 09 01:53:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginLockedOutTest","setUp"
"","0","setUp","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","broken","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoAddToCartTest","setUp"
"Validate that item total, tax, and overall total are correctly calculated and displayed on the checkout overview page.","1","TC_SD_012_verifyTotalsAndTaxOnOverview","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","skipped","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTotalsTest","TC_SD_012_verifyTotalsAndTaxOnOverview"
"","2","setUp","SauceDemo Suite","Thu Oct 09 01:53:17 UTC 2025","broken","Thu Oct 09 01:53:17 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoSortTest","setUp"
"","0","setUp","SauceDemo Suite","Thu Oct 09 01:53:20 UTC 2025","broken","Thu Oct 09 01:53:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","setUp"
"","0","setUp","SauceDemo Suite","Thu Oct 09 01:53:19 UTC 2025","broken","Thu Oct 09 01:53:19 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","setUp"
"Verify that a user can complete the full checkout process from cart to the 'Checkout: Complete!' page.","1","TC_SD_006_completeCheckoutFlow","SauceDemo Suite","Thu Oct 09 01:53:19 UTC 2025","skipped","Thu Oct 09 01:53:19 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutTest","TC_SD_006_completeCheckoutFlow"
"Verify that leaving the 'Last Name' field empty during checkout triggers the correct validation error message and prevents proceeding to the next step.","0","TC_SD_006_Negative_missingLastName_showsError","SauceDemo Suite","Thu Oct 09 01:53:20 UTC 2025","skipped","Thu Oct 09 01:53:20 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoCheckoutNegativeTest","TC_SD_006_Negative_missingLastName_showsError"
"","1","setUp","SauceDemo Suite","Thu Oct 09 01:53:19 UTC 2025","broken","Thu Oct 09 01:53:19 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginInvalidTest","setUp"
"","0","setUp","SauceDemo Suite","Thu Oct 09 01:53:18 UTC 2025","broken","Thu Oct 09 01:53:18 UTC 2025","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","All Tests","com.mycompany.selenium_automation_project.tests.SauceDemoLoginValidTest","setUp"
